Block,BlockGroup,Tract,zipcode,aa_school_id,block_type,pop_total,pop_under18,intptlat,intptlon,aland_m2
60750179021022,60750179021,6075017902,94130.0,823,land - populated,42,8,37.8115408,-122.3707321,32845.0
60750179021063,60750179021,6075017902,94130.0,823,land - populated,2,0,37.8101057,-122.3680743,13280.0
60750179021020,60750179021,6075017902,94130.0,823,land - zero population,0,0,37.8093488,-122.3693433,3124.0
60750615003007,60750615003,6075061500,94105.0,497,land - zero population,0,0,37.7905301,-122.3858221,1472.0
60750615003014,60750615003,6075061500,94105.0,497,land - zero population,0,0,37.789094,-122.3882107,2822.0
60750615004001,60750615004,6075061500,94105.0,497,land - zero population,0,0,37.7879255,-122.3878763,4645.0
60750615006001,60750615006,6075061500,94105.0,497,land - zero population,0,0,37.7865623,-122.3864521,110135.0
60750615006002,60750615006,6075061500,94107.0,497,land - zero population,0,0,37.7859235,-122.3879392,7046.0
60750615006008,60750615006,6075061500,94107.0,497,land - zero population,0,0,37.7835341,-122.3881368,7289.0
60750615006009,60750615006,6075061500,94107.0,497,land - zero population,0,0,37.7821034,-122.3882243,1456.0
60750607001002,60750607001,6075060700,94107.0,497,land - populated,63,5,37.781319,-122.3883389,2670.0
60750607001001,60750607001,6075060700,94107.0,497,land - zero population,0,0,37.7798454,-122.3878069,97150.0
60750607001019,60750607001,6075060700,94158.0,497,land - zero population,0,0,37.7717079,-122.3872977,10477.0
60750607001020,60750607001,6075060700,94158.0,497,land - populated,65,0,37.7725873,-122.3883508,24861.0
60750607001017,60750607001,6075060700,94158.0,497,land - zero population,0,0,37.7743818,-122.3836455,174534.0
60750607001024,60750607001,6075060700,94158.0,497,land - populated,80,1,37.7681027,-122.3871933,141493.0
60750226001001,60750226001,6075022600,94107.0,497,land - zero population,0,0,37.761524,-122.3800033,2885.0
60750226001003,60750226001,6075022600,94107.0,497,land - populated,31,0,37.7616347,-122.3843363,353708.0
60750226001004,60750226001,6075022600,94107.0,497,land - populated,111,8,37.7637161,-122.3882964,11023.0
60750226001020,60750226001,6075022600,94107.0,497,land - populated,35,5,37.7624306,-122.3881947,11396.0
60750226001021,60750226001,6075022600,94107.0,497,land - zero population,0,0,37.7611614,-122.3880955,11689.0
60750226001030,60750226001,6075022600,94107.0,497,land - populated,1,0,37.7574241,-122.3846405,53613.0
60750226002000,60750226002,6075022600,94107.0,497,land - zero population,0,0,37.7593073,-122.3869548,24414.0
60750226002001,60750226002,6075022600,94107.0,497,land - zero population,0,0,37.7592448,-122.3879081,23448.0
60750226002002,60750226002,6075022600,94107.0,497,land - zero population,0,0,37.759206,-122.3884398,3261.0
60750226001002,60750226001,6075022600,94107.0,497,land - zero population,0,0,37.7562917,-122.3842382,75204.0
60750226001010,60750226001,6075022600,94107.0,497,land - zero population,0,0,37.7546453,-122.3832867,99220.0
60750226002028,60750226002,6075022600,94107.0,497,land - zero population,0,0,37.7536356,-122.3842732,39281.0
60759809001002,60759809001,6075980900,94107.0,830,land - zero population,0,0,37.7506082,-122.3815054,441831.0
60750226002027,60750226002,6075022600,94107.0,497,land - populated,2,0,37.7535573,-122.3863924,12150.0
60750226002014,60750226002,6075022600,94107.0,497,land - populated,3,0,37.7567101,-122.3876392,22509.0
60750226002013,60750226002,6075022600,94107.0,497,land - populated,4,0,37.7566832,-122.3881518,3242.0
60750226002015,60750226002,6075022600,94107.0,497,land - zero population,0,0,37.7547804,-122.3874392,10980.0
60750226002026,60750226002,6075022600,94107.0,497,land - zero population,0,0,37.7535025,-122.3873144,11029.0
60750226002016,60750226002,6075022600,94107.0,838,land - zero population,0,0,37.7547509,-122.38794,1615.0
60750226002017,60750226002,6075022600,94107.0,838,land - zero population,0,0,37.7547195,-122.3884715,11747.0
60750226002025,60750226002,6075022600,94107.0,838,land - zero population,0,0,37.7534772,-122.3878176,1605.0
60750226002024,60750226002,6075022600,94107.0,838,land - zero population,0,0,37.7534429,-122.388348,11716.0
60759809001003,60759809001,6075980900,94107.0,830,land - zero population,0,0,37.749724,-122.386021,11618.0
60759809001004,60759809001,6075980900,94107.0,830,land - zero population,0,0,37.7515642,-122.3871359,22719.0
60759809001006,60759809001,6075980900,94107.0,838,land - zero population,0,0,37.7521962,-122.3876948,1619.0
60759809001007,60759809001,6075980900,94107.0,838,land - zero population,0,0,37.7521675,-122.3882262,11717.0
60759809001005,60759809001,6075980900,94107.0,830,land - zero population,0,0,37.7509122,-122.3876062,1584.0
60759809001032,60759809001,6075980900,94107.0,838,land - zero population,0,0,37.7508891,-122.3881192,11458.0
60759809001034,60759809001,6075980900,94107.0,830,land - zero population,0,0,37.7496654,-122.3870048,12776.0
60750105002003,60750105002,6075010500,94111.0,872,land - zero population,0,0,37.7979395,-122.3965189,8155.0
60750105001001,60750105001,6075010500,94111.0,872,land - zero population,0,0,37.8026841,-122.3990586,116249.0
60750105001003,60750105001,6075010500,94111.0,562,land - zero population,0,0,37.8024244,-122.4005006,9667.0
60750105001002,60750105001,6075010500,94111.0,872,land - zero population,0,0,37.8000605,-122.3983903,5382.0
60750105001020,60750105001,6075010500,94111.0,872,land - zero population,0,0,37.7993672,-122.3984074,6806.0
60750105002004,60750105002,6075010500,94111.0,872,land - populated,145,7,37.7985315,-122.3979315,11972.0
60750105001019,60750105001,6075010500,94111.0,872,land - populated,1,0,37.8002098,-122.3994551,12919.0
60750105001013,60750105001,6075010500,94111.0,872,land - zero population,0,0,37.8010894,-122.399932,7523.0
60750105001018,60750105001,6075010500,94111.0,872,land - zero population,0,0,37.8000697,-122.4007463,10927.0
60750105001021,60750105001,6075010500,94111.0,872,land - zero population,0,0,37.7992803,-122.39938,11237.0
60750105002005,60750105002,6075010500,94111.0,872,land - populated,57,3,37.7983589,-122.3992013,10508.0
60750105001022,60750105001,6075010500,94111.0,872,land - populated,257,58,37.79913,-122.4005573,11217.0
60750105001025,60750105001,6075010500,94111.0,872,land - populated,147,16,37.7981925,-122.4003688,10914.0
60750105001004,60750105001,6075010500,94111.0,562,land - zero population,0,0,37.8046378,-122.4027039,3782.0
60750105001009,60750105001,6075010500,94111.0,562,land - populated,1,1,37.8029589,-122.4015452,10025.0
60750105001008,60750105001,6075010500,94111.0,562,land - zero population,0,0,37.8036136,-122.4026636,10521.0
60750105001010,60750105001,6075010500,94111.0,562,land - zero population,0,0,37.8027039,-122.4024774,10983.0
60750101001025,60750101001,6075010100,94111.0,562,land - zero population,0,0,37.8051793,-122.4033813,395.0
60750105001005,60750105001,6075010500,94111.0,562,land - populated,1,0,37.8043851,-122.40298,6289.0
60750101002019,60750101002,6075010100,94111.0,562,land - zero population,0,0,37.8059282,-122.4045527,5495.0
60750101002000,60750101002,6075010100,94111.0,562,land - populated,1,0,37.8055122,-122.4048101,16034.0
60750105001006,60750105001,6075010500,94111.0,562,land - populated,262,14,37.8044345,-122.404235,16544.0
60750105001007,60750105001,6075010500,94111.0,562,land - populated,242,3,37.8034656,-122.4040733,15277.0
60750104003006,60750104003,6075010400,94133.0,562,land - populated,110,7,37.8025317,-122.4038863,15338.0
60750105001012,60750105001,6075010500,94111.0,562,land - populated,1,0,37.8019089,-122.4010074,12774.0
60750105001014,60750105001,6075010500,94111.0,872,land - zero population,0,0,37.8012231,-122.4009798,5427.0
60750105001027,60750105001,6075010500,94111.0,872,land - zero population,0,0,37.8007633,-122.4008853,5438.0
60750105001011,60750105001,6075010500,94133.0,562,land - zero population,0,0,37.8017757,-122.402293,10927.0
60750105001015,60750105001,6075010500,94111.0,872,land - zero population,0,0,37.8008835,-122.401815,5438.0
60750105001016,60750105001,6075010500,94111.0,872,land - zero population,0,0,37.8008111,-122.402403,5494.0
60750105001023,60750105001,6075010500,94111.0,872,land - zero population,0,0,37.7989812,-122.4017355,11257.0
60750105001024,60750105001,6075010500,94111.0,872,land - populated,32,0,37.7980422,-122.4015459,10929.0
60750105001017,60750105001,6075010500,94111.0,872,land - zero population,0,0,37.79992,-122.4019229,10944.0
60750106002008,60750106002,6075010600,94111.0,872,land - zero population,0,0,37.7979136,-122.4025582,7862.0
60750104003007,60750104003,6075010400,94133.0,562,land - populated,69,0,37.801836,-122.4037466,7453.0
60750104003014,60750104003,6075010400,94133.0,562,land - populated,62,7,37.801375,-122.4036541,7660.0
60750104004000,60750104004,6075010400,94133.0,872,land - populated,75,5,37.8006728,-122.4035159,15382.0
60750104004001,60750104004,6075010400,94133.0,872,land - populated,114,5,37.8005192,-122.4047402,7587.0
60750104004004,60750104004,6075010400,94133.0,872,land - populated,151,8,37.7997402,-122.4033305,15188.0
60750106002000,60750106002,6075010600,94111.0,872,land - populated,98,9,37.798823,-122.4029642,12188.0
60750106002001,60750106002,6075010600,94133.0,872,land - populated,98,5,37.7987246,-122.4037825,3358.0
60750106002002,60750106002,6075010600,94133.0,872,land - populated,352,15,37.7985958,-122.4047534,15138.0
60750615003001,60750615003,6075061500,94105.0,497,land - zero population,0,0,37.7900168,-122.3873469,35719.0
60750615003003,60750615003,6075061500,94105.0,497,land - zero population,0,0,37.7901973,-122.3892442,4692.0
60750615003006,60750615003,6075061500,94105.0,497,land - populated,76,4,37.7897909,-122.3897748,20390.0
60750615001001,60750615001,6075061500,94105.0,497,land - zero population,0,0,37.7933149,-122.3916676,4456.0
60750615001002,60750615001,6075061500,94105.0,497,land - zero population,0,0,37.7931006,-122.391761,3747.0
60750615001003,60750615001,6075061500,94105.0,497,land - populated,2,1,37.7928532,-122.3921557,13202.0
60750615003004,60750615003,6075061500,94105.0,497,land - zero population,0,0,37.7916152,-122.3906177,7162.0
60750615003005,60750615003,6075061500,94105.0,497,land - populated,3,0,37.7911469,-122.3913018,24107.0
60750615003009,60750615003,6075061500,94105.0,497,land - populated,7,3,37.7903403,-122.3921899,21364.0
60750105002001,60750105002,6075010500,94111.0,872,land - zero population,0,0,37.797027,-122.394433,77490.0
60750105002002,60750105002,6075010500,94105.0,872,land - zero population,0,0,37.7952412,-122.3941215,13828.0
60750105002010,60750105002,6075010500,94111.0,872,land - populated,1,0,37.7962622,-122.396094,7786.0
60750105002018,60750105002,6075010500,94111.0,872,land - populated,6,1,37.7943663,-122.3951319,21808.0
60750615001006,60750615001,6075061500,94111.0,872,land - zero population,0,0,37.7938695,-122.395523,1947.0
60750105002017,60750105002,6075010500,94111.0,872,land - zero population,0,0,37.7957896,-122.395859,9129.0
60750105002016,60750105002,6075010500,94111.0,872,land - populated,2,0,37.7951557,-122.3956618,16644.0
60750105002021,60750105002,6075010500,94105.0,497,land - zero population,0,0,37.7937788,-122.393231,7134.0
60750615001004,60750615001,6075061500,94105.0,497,land - populated,366,8,37.7922708,-122.3928529,20941.0
60750615001005,60750615001,6075061500,94105.0,497,land - populated,2,0,37.7934926,-122.3943828,20777.0
60750615001008,60750615001,6075061500,94105.0,497,land - populated,6,0,37.7915753,-122.3937328,21020.0
60750615001009,60750615001,6075061500,94105.0,497,land - populated,11,1,37.790884,-122.3946099,20769.0
60750615001007,60750615001,6075061500,94105.0,497,land - zero population,0,0,37.7928034,-122.3952741,21048.0
60750105002019,60750105002,6075010500,94111.0,872,land - zero population,0,0,37.7935874,-122.396138,1234.0
60750615001010,60750615001,6075061500,94111.0,497,land - populated,2,0,37.7921095,-122.3961414,20783.0
60750615001019,60750615001,6075061500,94105.0,497,land - populated,242,23,37.7901939,-122.3954829,20910.0
60750615001021,60750615001,6075061500,94105.0,497,land - populated,9,0,37.7897117,-122.39663,13771.0
60750615003015,60750615003,6075061500,94105.0,497,land - populated,7,2,37.7888094,-122.3887102,8674.0
60750615004011,60750615004,6075061500,94105.0,497,land - populated,278,19,37.788123,-122.389433,12388.0
60750615004002,60750615004,6075061500,94105.0,497,land - populated,97,6,37.787589,-122.3885167,12104.0
60750615004000,60750615004,6075061500,94105.0,497,land - zero population,0,0,37.7876274,-122.3891174,583.0
60750615004003,60750615004,6075061500,94105.0,497,land - zero population,0,0,37.7867915,-122.3894757,7387.0
60750615004010,60750615004,6075061500,94105.0,497,land - populated,331,13,37.7874021,-122.3902696,12975.0
60750615003008,60750615003,6075061500,94105.0,497,land - populated,845,50,37.7891027,-122.3906438,21283.0
60750615003011,60750615003,6075061500,94105.0,497,land - zero population,0,0,37.7884118,-122.3915206,20669.0
60750615003012,60750615003,6075061500,94105.0,497,land - populated,488,27,37.7877258,-122.3923886,20933.0
60750615004004,60750615004,6075061500,94107.0,497,land - populated,1,0,37.7856507,-122.3907799,11801.0
60750615004009,60750615004,6075061500,94105.0,497,land - populated,380,30,37.7865869,-122.3911425,16780.0
60750615004005,60750615004,6075061500,94105.0,497,land - zero population,0,0,37.7866264,-122.3901867,893.0
60750615004014,60750615004,6075061500,94105.0,497,land - populated,420,15,37.7859627,-122.3921594,13308.0
60750615006003,60750615006,6075061500,94107.0,497,land - populated,810,45,37.7853724,-122.3890741,45244.0
60750615006007,60750615006,6075061500,94107.0,497,land - zero population,0,0,37.783636,-122.3887995,19049.0
60750615006004,60750615006,6075061500,94107.0,497,land - populated,624,33,37.7850484,-122.3903611,13121.0
60750615006010,60750615006,6075061500,94107.0,497,land - populated,1012,30,37.7826424,-122.3892966,16628.0
60750615006011,60750615006,6075061500,94107.0,497,land - populated,561,48,37.7821813,-122.3901312,20090.0
60750615006005,60750615006,6075061500,94107.0,497,land - populated,91,5,37.7846704,-122.3911867,8209.0
60750615004006,60750615004,6075061500,94105.0,497,land - zero population,0,0,37.7849153,-122.3920098,8635.0
60750615006012,60750615006,6075061500,94107.0,497,land - populated,1,0,37.7815312,-122.3909155,18592.0
60750615006006,60750615006,6075061500,94107.0,497,land - populated,537,71,37.783209,-122.3917617,46983.0
60750615003010,60750615003,6075061500,94105.0,497,land - populated,9,0,37.7896493,-122.393067,20907.0
60750615002000,60750615002,6075061500,94105.0,497,land - populated,4,1,37.7889609,-122.3939371,21088.0
60750615002005,60750615002,6075061500,94105.0,497,land - populated,5,2,37.7879117,-122.394364,9004.0
60750615003013,60750615003,6075061500,94105.0,497,land - populated,476,33,37.7870318,-122.3932671,21166.0
60750615002015,60750615002,6075061500,94105.0,497,land - populated,283,24,37.7863002,-122.3941318,6690.0
60750615002014,60750615002,6075061500,94105.0,497,land - populated,95,4,37.786761,-122.3949683,21177.0
60750615002001,60750615002,6075061500,94105.0,497,land - zero population,0,0,37.7885258,-122.3951471,12307.0
60750615001020,60750615001,6075061500,94105.0,497,land - populated,8,1,37.7890982,-122.3958608,7337.0
60750615002004,60750615002,6075061500,94105.0,497,land - zero population,0,0,37.787459,-122.3954622,1510.0
60750615002006,60750615002,6075061500,94105.0,497,land - populated,76,5,37.7870301,-122.3953316,9720.0
60750615002003,60750615002,6075061500,94105.0,497,land - zero population,0,0,37.786984,-122.3964483,14691.0
60750615002012,60750615002,6075061500,94105.0,497,land - populated,34,2,37.7861731,-122.3964588,8512.0
60750615004007,60750615004,6075061500,94105.0,497,land - zero population,0,0,37.7853465,-122.3931118,10676.0
60750615004008,60750615004,6075061500,94107.0,497,land - zero population,0,0,37.7842442,-122.3928501,7811.0
60750615004012,60750615004,6075061500,94107.0,497,land - populated,148,1,37.7845181,-122.3940049,16014.0
60750615004013,60750615004,6075061500,94107.0,497,land - populated,174,6,37.7837025,-122.3936098,9419.0
60750615005006,60750615005,6075061500,94107.0,497,land - populated,88,8,37.7817044,-122.3929493,11772.0
60750615005005,60750615005,6075061500,94107.0,497,land - populated,83,8,37.782268,-122.3936087,6446.0
60750615005004,60750615005,6075061500,94107.0,497,land - populated,21,2,37.7825099,-122.3940135,5563.0
60750615005007,60750615005,6075061500,94107.0,497,land - zero population,0,0,37.7815794,-122.3939521,5650.0
60750615002013,60750615002,6075061500,94105.0,497,land - zero population,0,0,37.7853449,-122.3954022,25411.0
60750615002016,60750615002,6075061500,94107.0,497,land - populated,148,5,37.7841688,-122.396079,12576.0
60750615005001,60750615005,6075061500,94107.0,497,land - zero population,0,0,37.7833462,-122.3948351,206.0
60750615005002,60750615005,6075061500,94107.0,497,land - zero population,0,0,37.78286,-122.3951708,6246.0
60750615005003,60750615005,6075061500,94107.0,497,land - populated,59,6,37.7824122,-122.3949994,18491.0
60750615005009,60750615005,6075061500,94107.0,497,land - populated,7,0,37.7816309,-122.395125,5597.0
60750615005000,60750615005,6075061500,94107.0,497,land - populated,269,3,37.7831224,-122.3958927,26558.0
60750615005015,60750615005,6075061500,94107.0,497,land - zero population,0,0,37.7822365,-122.3961128,1821.0
60750105002007,60750105002,6075010500,94111.0,872,land - populated,2,0,37.7973589,-122.3970914,27714.0
60750105002008,60750105002,6075010500,94111.0,872,land - populated,461,12,37.7968107,-122.3976123,4426.0
60750105002009,60750105002,6075010500,94111.0,872,land - populated,21,6,37.7970802,-122.397741,1998.0
60750105002011,60750105002,6075010500,94111.0,872,land - populated,2,0,37.7958275,-122.397463,10549.0
60750105002015,60750105002,6075010500,94111.0,872,land - populated,3,1,37.7949498,-122.3972822,10634.0
60750117001000,60750117001,6075011700,94111.0,872,land - populated,4,1,37.7940482,-122.3970949,11262.0
60750105002014,60750105002,6075010500,94111.0,872,land - populated,1,0,37.7947985,-122.3984724,10349.0
60750117001001,60750117001,6075011700,94111.0,872,land - populated,2,0,37.7938965,-122.3982889,10889.0
60750105002006,60750105002,6075010500,94111.0,872,land - zero population,0,0,37.7974629,-122.3990066,10697.0
60750105002012,60750105002,6075010500,94111.0,872,land - populated,1037,50,37.7964768,-122.3991074,25553.0
60750105001026,60750105001,6075010500,94111.0,872,land - zero population,0,0,37.7972913,-122.4001839,10367.0
60750105002013,60750105002,6075010500,94111.0,872,land - populated,1,0,37.7955964,-122.3992336,20402.0
60750105002020,60750105002,6075010500,94111.0,872,land - populated,2,0,37.7946486,-122.3996491,10399.0
60750117001002,60750117001,6075011700,94111.0,872,land - zero population,0,0,37.793989,-122.3995143,5202.0
60750117001003,60750117001,6075011700,94111.0,872,land - populated,6,0,37.7938396,-122.4006874,5166.0
60750117001016,60750117001,6075011700,94111.0,872,land - populated,2,0,37.7931941,-122.3970173,8646.0
60750615001011,60750615001,6075061500,94111.0,872,land - zero population,0,0,37.7927519,-122.3969428,1052.0
60750117001015,60750117001,6075011700,94111.0,872,land - populated,3,0,37.7929544,-122.3980921,11301.0
60750615001013,60750615001,6075061500,94111.0,497,land - zero population,0,0,37.7920606,-122.3978214,1037.0
60750117001031,60750117001,6075011700,94111.0,872,land - populated,37,0,37.7922155,-122.3980993,4826.0
60750615001012,60750615001,6075061500,94111.0,497,land - zero population,0,0,37.7914184,-122.3970181,20860.0
60750615001014,60750615001,6075061500,94111.0,497,land - zero population,0,0,37.7907233,-122.3978996,21058.0
60750615001015,60750615001,6075061500,94111.0,497,land - zero population,0,0,37.7913643,-122.3987057,1052.0
60750615001024,60750615001,6075061500,94105.0,497,land - zero population,0,0,37.7898408,-122.3984256,2627.0
60750117001013,60750117001,6075011700,94111.0,872,land - populated,3,0,37.7935265,-122.3994198,5727.0
60750117001014,60750117001,6075011700,94111.0,872,land - populated,1,0,37.7928086,-122.3992731,11219.0
60750117001030,60750117001,6075011700,94111.0,872,land - populated,6,0,37.7918088,-122.3990861,12236.0
60750117001012,60750117001,6075011700,94111.0,872,land - zero population,0,0,37.7933768,-122.4005918,5672.0
60750117001029,60750117001,6075011700,94111.0,872,land - zero population,0,0,37.7926585,-122.4004453,11154.0
60750117002000,60750117002,6075011700,94111.0,872,land - zero population,0,0,37.7910801,-122.3994255,1091.0
60750615001018,60750615001,6075061500,94105.0,497,land - zero population,0,0,37.7901007,-122.3987545,5053.0
60750117001028,60750117001,6075011700,94111.0,872,land - zero population,0,0,37.7917174,-122.4002529,10937.0
60750117002001,60750117002,6075011700,94111.0,872,land - zero population,0,0,37.7908312,-122.4001457,9135.0
60750615001016,60750615001,6075061500,94105.0,497,land - zero population,0,0,37.7898997,-122.3999642,18004.0
60750615001017,60750615001,6075061500,94105.0,497,land - zero population,0,0,37.7901486,-122.400252,2691.0
60750611001000,60750611001,6075061100,94111.0,872,land - populated,15,2,37.7971408,-122.40136,10359.0
60750611001011,60750611001,6075061100,94111.0,872,land - zero population,0,0,37.7962844,-122.4008925,5612.0
60750611001010,60750611001,6075061100,94111.0,872,land - zero population,0,0,37.796208,-122.4014831,5111.0
60750611001001,60750611001,6075061100,94111.0,872,land - zero population,0,0,37.797087,-122.4027926,10305.0
60750611001008,60750611001,6075061100,94111.0,872,land - zero population,0,0,37.7967161,-122.4021565,1393.0
60750611001009,60750611001,6075061100,94111.0,872,land - zero population,0,0,37.7961083,-122.4022958,9586.0
60750611001012,60750611001,6075061100,94111.0,872,land - zero population,0,0,37.795588,-122.4010368,4963.0
60750611001020,60750611001,6075061100,94111.0,872,land - zero population,0,0,37.7951428,-122.4009537,5468.0
60750611001019,60750611001,6075061100,94111.0,872,land - populated,1,0,37.7947052,-122.4008621,4766.0
60750611001021,60750611001,6075061100,94111.0,872,land - zero population,0,0,37.7942808,-122.4007765,5148.0
60750611001022,60750611001,6075061100,94111.0,872,land - populated,1,0,37.7941532,-122.4017858,3756.0
60750611001013,60750611001,6075061100,94111.0,872,land - zero population,0,0,37.7951953,-122.4024022,14197.0
60750611001018,60750611001,6075061100,94111.0,872,land - zero population,0,0,37.7945881,-122.4018904,3786.0
60750611001017,60750611001,6075061100,94111.0,872,land - populated,1,0,37.7944916,-122.4027051,3522.0
60750611001023,60750611001,6075061100,94111.0,872,land - populated,1,0,37.7940474,-122.4026068,3460.0
60750106002007,60750106002,6075010600,94133.0,872,land - populated,176,15,37.7978103,-122.4033754,7325.0
60750611001007,60750611001,6075061100,94111.0,872,land - zero population,0,0,37.7966123,-122.4029778,2773.0
60750611001006,60750611001,6075061100,94111.0,872,land - zero population,0,0,37.79601,-122.4031183,5133.0
60750611001005,60750611001,6075061100,94108.0,872,land - zero population,0,0,37.7960843,-122.403741,4038.0
60750106002006,60750106002,6075010600,94133.0,872,land - populated,139,16,37.7976557,-122.4045888,15175.0
60750611001002,60750611001,6075061100,94133.0,872,land - populated,16,0,37.7968167,-122.4043105,12152.0
